trend_id,week,combined_signal,lag_1,lag_2,lag_4,lag_8,roll_mean_4,roll_std_4,roll_mean_12,roll_mean_52,roll_std_52,novelty,is_ss,is_aw
color_butter_yellow,2021-04-13,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,,,,1,0
color_butter_yellow,2021-04-20,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,,,,1,0
color_butter_yellow,2021-04-27,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,,,,1,0
color_butter_yellow,2021-05-04,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,,,,1,0
color_butter_yellow,2021-05-11,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,,,,1,0
color_butter_yellow,2021-05-18,1.0,0.5,0.5,0.5,0.5,0.625,0.25,0.5416666666666666,,,,1,0
color_butter_yellow,2021-05-25,1.0,1.0,0.5,0.5,0.5,0.75,0.28867513459481287,0.5833333333333334,,,,1,0
color_butter_yellow,2021-06-01,0.5,1.0,1.0,0.5,0.5,0.75,0.28867513459481287,0.5833333333333334,,,,1,0
color_butter_yellow,2021-06-08,0.5,0.5,1.0,0.5,0.5,0.75,0.28867513459481287,0.5833333333333334,,,,1,0
color_butter_yellow,2021-06-15,0.5,0.5,0.5,1.0,0.5,0.625,0.25,0.5833333333333334,,,,1,0
color_butter_yellow,2021-06-22,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5833333333333334,,,,1,0
color_butter_yellow,2021-06-29,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5833333333333334,,,,1,0
color_butter_yellow,2021-07-06,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5833333333333334,,,,1,0
color_butter_yellow,2021-07-13,1.0,0.5,0.5,0.5,1.0,0.625,0.25,0.625,,,,1,0
color_butter_yellow,2021-07-20,0.5,1.0,0.5,0.5,1.0,0.625,0.25,0.625,,,,1,0
color_butter_yellow,2021-07-27,0.5,0.5,1.0,0.5,0.5,0.625,0.25,0.625,0.46153846153846156,0.310694254952247,0.12379224180909827,1,0
color_butter_yellow,2021-08-03,0.5,0.5,0.5,0.5,0.5,0.625,0.25,0.625,0.47115384615384615,0.30379078098646783,0.09495401294776214,1,0
color_butter_yellow,2021-08-10,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5833333333333334,0.4807692307692308,0.2964088733677881,0.06487919523930118,1,0
color_butter_yellow,2021-08-17,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5416666666666666,0.49038461538461536,0.2885118106017706,0.0333275250049611,1,0
color_butter_yellow,2021-08-24,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5416666666666666,0.4807692307692308,0.2793819941272772,0.068833244683532,1,0
color_butter_yellow,2021-08-31,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5416666666666666,0.49038461538461536,0.2709891940430181,0.03548253875531179,1,0
color_butter_yellow,2021-09-07,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5416666666666666,0.5,0.26196841599779197,0.0,0,1
color_butter_yellow,2021-09-14,0.0,0.5,0.5,0.5,0.5,0.375,0.25,0.5,0.5,0.26196841599779197,-1.9086270235553404,0,1
color_butter_yellow,2021-09-21,0.0,0.0,0.5,0.5,0.5,0.25,0.28867513459481287,0.4583333333333333,0.5,0.26196841599779197,-1.9086270235553404,0,1
color_butter_yellow,2021-09-28,0.5,0.0,0.0,0.5,0.5,0.25,0.28867513459481287,0.4583333333333333,0.5096153846153846,0.25225229774861724,-0.038118124842013115,0,1
color_butter_yellow,2021-10-05,0.5,0.5,0.0,0.5,0.5,0.25,0.28867513459481287,0.4166666666666667,0.5192307692307693,0.24175701748921183,-0.07954585703838596,0,1
color_butter_yellow,2021-10-12,0.5,0.5,0.5,0.0,0.5,0.375,0.25,0.4166666666666667,0.5288461538461539,0.23037611060580535,-0.12521330291185861,0,1
color_butter_yellow,2021-10-19,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.4166666666666667,0.5384615384615384,0.21797089763818153,-0.17645263061186098,0,1
color_butter_yellow,2021-10-26,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.4166666666666667,0.5480769230769231,0.2043549244410032,-0.23526187574472154,0,1
color_butter_yellow,2021-11-02,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.4166666666666667,0.5480769230769231,0.2043549244410032,-0.23526187574472154,0,1
color_butter_yellow,2021-11-09,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.4166666666666667,0.5480769230769231,0.2043549244410032,-0.23526187574472154,0,1
color_butter_yellow,2021-11-16,1.0,0.5,0.5,0.5,0.0,0.625,0.25,0.4583333333333333,0.5480769230769231,0.2043549244410032,2.21146163200038,0,1
color_butter_yellow,2021-11-23,0.5,1.0,0.5,0.5,0.5,0.625,0.25,0.4583333333333333,0.5480769230769231,0.2043549244410032,-0.23526187574472154,0,1
color_butter_yellow,2021-11-30,0.5,0.5,1.0,0.5,0.5,0.625,0.25,0.4583333333333333,0.5480769230769231,0.2043549244410032,-0.23526187574472154,0,1
color_butter_yellow,2021-12-07,0.0,0.5,0.5,0.5,0.5,0.5,0.408248290463863,0.4583333333333333,0.5288461538461539,0.208012573584461,-2.54237588714341,0,1
color_butter_yellow,2021-12-14,1.0,0.0,0.5,1.0,0.5,0.5,0.408248290463863,0.5416666666666666,0.5288461538461539,0.208012573584461,2.265025790364129,0,1
color_butter_yellow,2021-12-21,0.5,1.0,0.0,0.5,0.5,0.5,0.408248290463863,0.5416666666666666,0.5288461538461539,0.208012573584461,-0.1386750483896406,0,1
color_butter_yellow,2021-12-28,0.5,0.5,1.0,0.5,0.5,0.5,0.408248290463863,0.5416666666666666,0.5288461538461539,0.208012573584461,-0.1386750483896406,0,1
color_butter_yellow,2022-01-04,1.0,0.5,0.5,0.0,0.5,0.75,0.28867513459481287,0.5833333333333334,0.5384615384615384,0.21797089763818153,2.1174315673423334,0,1
color_butter_yellow,2022-01-11,0.5,1.0,0.5,1.0,1.0,0.625,0.25,0.5833333333333334,0.5384615384615384,0.21797089763818153,-0.17645263061186098,0,1
color_butter_yellow,2022-01-18,0.5,0.5,1.0,0.5,0.5,0.625,0.25,0.5833333333333334,0.5288461538461539,0.208012573584461,-0.1386750483896406,0,1
color_butter_yellow,2022-01-25,1.0,0.5,0.5,0.5,0.5,0.75,0.28867513459481287,0.625,0.5384615384615384,0.21797089763818153,2.1174315673423334,0,1
color_butter_yellow,2022-02-01,1.0,1.0,0.5,1.0,0.0,0.75,0.28867513459481287,0.6666666666666666,0.5480769230769231,0.22707896580686546,1.9901582400075177,0,1
color_butter_yellow,2022-02-08,0.5,1.0,1.0,0.5,1.0,0.75,0.28867513459481287,0.625,0.5480769230769231,0.22707896580686546,-0.21171896170292764,0,1
color_butter_yellow,2022-02-15,1.0,0.5,1.0,0.5,0.5,0.875,0.25,0.6666666666666666,0.5576923076923077,0.23543547789870947,1.8786790095386798,0,1
color_butter_yellow,2022-02-22,0.5,1.0,0.5,1.0,0.5,0.75,0.28867513459481287,0.6666666666666666,0.5576923076923077,0.23543547789870947,-0.24504508820069745,0,1
color_butter_yellow,2022-03-01,1.0,0.5,1.0,1.0,1.0,0.75,0.28867513459481287,0.75,0.5673076923076923,0.24311794430199718,1.779762934220361,0,1
color_butter_yellow,2022-03-08,1.0,1.0,0.5,0.5,0.5,0.875,0.25,0.75,0.5769230769230769,0.25018846591444116,1.6910328773132692,1,0
color_butter_yellow,2022-03-15,0.5,1.0,1.0,1.0,0.5,0.75,0.28867513459481287,0.75,0.5769230769230769,0.25018846591444116,-0.30746052314786687,1,0
color_butter_yellow,2022-03-22,1.0,0.5,1.0,0.5,1.0,0.875,0.25,0.7916666666666666,0.5865384615384616,0.25669761424362925,1.6106948951166766,1,0
color_butter_yellow,2022-03-29,1.0,1.0,0.5,1.0,1.0,0.875,0.25,0.7916666666666666,0.5961538461538461,0.2626871235650463,1.5373656189462528,1,0
color_butter_yellow,2022-04-05,1.0,1.0,1.0,1.0,0.5,0.875,0.25,0.8333333333333334,0.6057692307692307,0.26819181132566644,1.4699582579055515,1,0
color_butter_yellow,2022-04-12,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.875,0.6153846153846154,0.273240980608991,1.4076050464705576,1,0
color_butter_yellow,2022-04-19,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.875,0.625,0.27785946511310583,1.3496031114065121,1,0
color_butter_yellow,2022-04-26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875,0.6346153846153846,0.2820684212535617,1.2953758257142223,1,0
color_butter_yellow,2022-05-03,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.6442307692307693,0.285885937448433,1.2444446645402358,1,0
color_butter_yellow,2022-05-10,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.9166666666666666,0.6538461538461539,0.28932750861233214,1.196408342288831,1,0
color_butter_yellow,2022-05-17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9583333333333334,0.6538461538461539,0.28932750861233214,1.196408342288831,1,0
color_butter_yellow,2022-05-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9583333333333334,0.6538461538461539,0.28932750861233214,1.196408342288831,1,0
color_butter_yellow,2022-05-31,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9583333333333334,0.6634615384615384,0.292406409463996,1.1509270983643485,1,0
color_butter_yellow,2022-06-07,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6730769230769231,0.2951339905842602,1.1077106881798835,1,0
color_butter_yellow,2022-06-14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6826923076923077,0.2975199145393657,1.0665090830388744,1,0
color_butter_yellow,2022-06-21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6923076923076923,0.29957234475763933,1.0271051785976186,1,0
color_butter_yellow,2022-06-28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7019230769230769,0.30129809655294126,0.9893090115663536,1,0
color_butter_yellow,2022-07-05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7115384615384616,0.30270275729834095,0.9529531216799599,1,0
color_butter_yellow,2022-07-12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7115384615384616,0.30270275729834095,0.9529531216799599,1,0
color_butter_yellow,2022-07-19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7211538461538461,0.3037907809864681,0.9178887918283662,1,0
color_butter_yellow,2022-07-26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7307692307692307,0.30456556107917937,0.8839829670590795,1,0
color_butter_yellow,2022-08-02,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7403846153846154,0.30502948451803735,0.851115701731178,1,0
color_butter_yellow,2022-08-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,0.3051839689465373,0.8191780192249135,1,0
color_butter_yellow,2022-08-16,0.5,1.0,1.0,1.0,1.0,0.875,0.25,0.9583333333333334,0.75,0.3051839689465373,-0.8191780192249135,1,0
color_butter_yellow,2022-08-23,0.5,0.5,1.0,1.0,1.0,0.75,0.28867513459481287,0.9166666666666666,0.75,0.3051839689465373,-0.8191780192249135,1,0
color_butter_yellow,2022-08-30,1.0,0.5,0.5,1.0,1.0,0.75,0.28867513459481287,0.9166666666666666,0.7596153846153846,0.30502948451803746,0.7880700941955351,1,0
color_butter_yellow,2022-09-06,1.0,1.0,0.5,1.0,1.0,0.75,0.28867513459481287,0.9166666666666666,0.7692307692307693,0.3045655610791795,0.7576996860506391,0,1
color_butter_yellow,2022-09-13,0.5,1.0,1.0,0.5,1.0,0.75,0.28867513459481287,0.875,0.7788461538461539,0.2872018750700296,-0.9709064497133078,0,1
color_butter_yellow,2022-09-20,1.0,0.5,1.0,0.5,1.0,0.875,0.25,0.875,0.7980769230769231,0.26678212055752687,0.7568838411817476,0,1
color_butter_yellow,2022-09-27,0.5,1.0,0.5,1.0,1.0,0.75,0.28867513459481287,0.8333333333333334,0.7980769230769231,0.26678212055752687,-1.1173047179349613,0,1
color_butter_yellow,2022-10-04,1.0,0.5,1.0,1.0,1.0,0.75,0.28867513459481287,0.8333333333333334,0.8076923076923077,0.26483154382802515,0.7261510045284522,0,1
color_butter_yellow,2022-10-11,0.5,1.0,0.5,0.5,0.5,0.75,0.28867513459481287,0.7916666666666666,0.8076923076923077,0.26483154382802515,-1.1618416072455235,0,1
color_butter_yellow,2022-10-18,0.5,0.5,1.0,1.0,0.5,0.625,0.25,0.75,0.8076923076923077,0.26483154382802515,-1.1618416072455235,0,1
color_butter_yellow,2022-10-25,1.0,0.5,0.5,0.5,1.0,0.75,0.28867513459481287,0.75,0.8173076923076923,0.26250763114670933,0.6959504613191789,0,1
color_butter_yellow,2022-11-01,0.5,1.0,0.5,1.0,1.0,0.625,0.25,0.7083333333333334,0.8173076923076923,0.26250763114670933,-1.2087560643964685,0,1
color_butter_yellow,2022-11-08,1.0,0.5,1.0,0.5,0.5,0.75,0.28867513459481287,0.75,0.8269230769230769,0.2598003642432696,0.6661919928975422,0,1
color_butter_yellow,2022-11-15,1.0,1.0,0.5,0.5,1.0,0.875,0.25,0.7916666666666666,0.8269230769230769,0.2598003642432696,0.6661919928975422,0,1
color_butter_yellow,2022-11-22,0.5,1.0,1.0,1.0,0.5,0.75,0.28867513459481287,0.75,0.8269230769230769,0.2598003642432696,-1.2583626532509125,0,1
color_butter_yellow,2022-11-29,1.0,0.5,1.0,0.5,1.0,0.875,0.25,0.75,0.8365384615384616,0.25669761424363,0.6367863538833353,0,1
color_butter_yellow,2022-12-06,0.0,1.0,0.5,1.0,0.5,0.625,0.47871355387816905,0.7083333333333334,0.8365384615384616,0.25669761424363,-3.2588478110500105,0,1
color_butter_yellow,2022-12-13,1.0,0.0,1.0,1.0,0.5,0.625,0.47871355387816905,0.7083333333333334,0.8365384615384616,0.25669761424363,0.6367863538833353,0,1
color_butter_yellow,2022-12-20,0.0,1.0,0.0,0.5,1.0,0.5,0.5773502691896257,0.6666666666666666,0.8269230769230769,0.2780290467371404,-2.974232669763637,0,1
color_butter_yellow,2022-12-27,0.0,0.0,1.0,1.0,0.5,0.25,0.5,0.5833333333333334,0.8173076923076923,0.2975199145393661,-2.7470688502516425,0,1
color_butter_yellow,2023-01-03,1.0,0.0,0.0,0.0,1.0,0.5,0.5773502691896257,0.625,0.8173076923076923,0.2975199145393661,0.6140506841738966,0,1
color_butter_yellow,2023-01-10,1.0,1.0,0.0,1.0,1.0,0.5,0.5773502691896257,0.6666666666666666,0.8269230769230769,0.29513399058426065,0.5864350702128789,0,1
color_butter_yellow,2023-01-17,1.0,1.0,1.0,0.0,0.5,0.75,0.5,0.6666666666666666,0.8365384615384616,0.2924064094639965,0.5590217334912538,0,1
color_butter_yellow,2023-01-24,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7083333333333334,0.8365384615384616,0.2924064094639965,0.5590217334912538,0,1
color_butter_yellow,2023-01-31,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7083333333333334,0.8365384615384616,0.2924064094639965,0.5590217334912538,0,1
color_butter_yellow,2023-02-07,0.0,1.0,1.0,1.0,1.0,0.75,0.5,0.625,0.8269230769230769,0.311300488221297,-2.656350071892224,0,1
color_butter_yellow,2023-02-14,1.0,0.0,1.0,1.0,0.0,0.75,0.5,0.6666666666666666,0.8269230769230769,0.311300488221297,0.5559802476053494,0,1
color_butter_yellow,2023-02-21,1.0,1.0,0.0,1.0,0.0,0.75,0.5,0.6666666666666666,0.8365384615384616,0.3087157752112027,0.529488775946808,0,1
color_butter_yellow,2023-02-28,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.8365384615384616,0.3087157752112027,0.529488775946808,0,1
color_butter_yellow,2023-03-07,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.8365384615384616,0.3087157752112027,0.529488775946808,1,0
color_butter_yellow,2023-03-14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8461538461538461,0.3058011262380289,0.5030921737786903,1,0
color_butter_yellow,2023-03-21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8461538461538461,0.3058011262380289,0.5030921737786903,1,0
color_butter_yellow,2023-03-28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8461538461538461,0.3058011262380289,0.5030921737786903,1,0
color_butter_yellow,2023-04-04,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.8461538461538461,0.3058011262380289,0.5030921737786903,1,0
color_butter_yellow,2023-04-11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8461538461538461,0.3058011262380289,0.5030921737786903,1,0
color_butter_yellow,2023-04-18,0.0,1.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8269230769230769,0.3266678979260823,-2.5313876252964516,1,0
color_butter_yellow,2023-04-25,1.0,0.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-05-02,1.0,1.0,0.0,1.0,1.0,0.75,0.5,0.9166666666666666,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-05-09,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.9166666666666666,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-05-16,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9166666666666666,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-05-23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-05-30,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-06-06,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-06-13,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.8269230769230769,0.3266678979260823,0.5298253169225133,1,0
color_butter_yellow,2023-06-20,0.0,1.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.34518886779482394,-2.3398561793497175,1,0
color_butter_yellow,2023-06-27,1.0,0.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.34518886779482394,0.5571086141308851,1,0
color_butter_yellow,2023-07-04,1.0,1.0,0.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.34518886779482394,0.5571086141308851,1,0
color_butter_yellow,2023-07-11,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.9166666666666666,0.8076923076923077,0.34518886779482394,0.5571086141308851,1,0
color_butter_yellow,2023-07-18,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9166666666666666,0.8076923076923077,0.34518886779482394,0.5571086141308851,1,0
color_butter_yellow,2023-07-25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8076923076923077,0.34518886779482394,0.5571086141308851,1,0
color_butter_yellow,2023-08-01,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8076923076923077,0.34518886779482394,0.5571086141308851,1,0
color_butter_yellow,2023-08-08,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8076923076923077,0.34518886779482394,0.5571086141308851,1,0
color_butter_yellow,2023-08-15,0.0,1.0,1.0,1.0,0.0,0.75,0.5,0.8333333333333334,0.7980769230769231,0.3605498984342327,-2.2134992252923897,1,0
color_butter_yellow,2023-08-22,1.0,0.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.3591090029755588,0.5355134239986388,1,0
color_butter_yellow,2023-08-29,1.0,1.0,0.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.3591090029755588,0.5355134239986388,1,0
color_butter_yellow,2023-09-05,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.3591090029755588,0.5355134239986388,0,1
color_butter_yellow,2023-09-12,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9166666666666666,0.8173076923076923,0.3573986371294965,0.5111723666560606,0,1
color_butter_yellow,2023-09-19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.8173076923076923,0.3573986371294965,0.5111723666560606,0,1
color_butter_yellow,2023-09-26,0.0,1.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.3725093255030367,-2.1682472094714744,0,1
color_butter_yellow,2023-10-03,1.0,0.0,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,0.8076923076923077,0.3725093255030367,0.5162493355884462,0,1
color_butter_yellow,2023-10-10,1.0,1.0,0.0,1.0,0.0,0.75,0.5,0.8333333333333334,0.8173076923076923,0.3708607655045879,0.4926169716311785,0,1
color_butter_yellow,2023-10-17,0.0,1.0,1.0,1.0,1.0,0.5,0.5773502691896257,0.75,0.8076923076923077,0.38544405450772595,-2.0954851842983424,0,1
color_butter_yellow,2023-10-24,0.0,0.0,1.0,0.0,1.0,0.5,0.5773502691896257,0.6666666666666666,0.7884615384615384,0.40032038451271823,-1.9695762868825697,0,1
color_butter_yellow,2023-10-31,1.0,0.0,0.0,1.0,1.0,0.5,0.5773502691896257,0.6666666666666666,0.7980769230769231,0.39925930667527065,0.5057441944153919,0,1
color_butter_yellow,2023-11-07,1.0,1.0,0.0,1.0,1.0,0.5,0.5773502691896257,0.75,0.7980769230769231,0.39925930667527065,0.5057441944153919,0,1
color_butter_yellow,2023-11-14,1.0,1.0,1.0,0.0,1.0,0.75,0.5,0.75,0.7980769230769231,0.39925930667527065,0.5057441944153919,0,1
color_butter_yellow,2023-11-21,0.5,1.0,1.0,0.0,0.0,0.875,0.25000000000000006,0.7083333333333334,0.7980769230769231,0.39925930667527065,-0.7465747631846265,0,1
color_butter_yellow,2023-11-28,0.5,0.5,1.0,1.0,1.0,0.75,0.2886751345948129,0.6666666666666666,0.7884615384615384,0.40032038451271823,-0.7205766903228913,0,1
color_butter_yellow,2023-12-05,0.5,0.5,0.5,1.0,1.0,0.625,0.25000000000000006,0.625,0.7980769230769231,0.3867868565478801,-0.770649046781597,0,1
color_butter_yellow,2023-12-12,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5833333333333334,0.7884615384615384,0.3878820551247288,-0.743683637607561,0,1
color_butter_yellow,2023-12-19,1.0,0.5,0.5,0.5,0.0,0.625,0.25000000000000006,0.6666666666666666,0.8076923076923077,0.3725093255030367,0.5162493355884462,0,1
color_butter_yellow,2023-12-26,0.5,1.0,0.5,0.5,1.0,0.625,0.25000000000000006,0.625,0.8173076923076923,0.3573986371294965,-0.887825689455263,0,1
color_butter_yellow,2024-01-02,0.5,0.5,1.0,0.5,1.0,0.625,0.25000000000000006,0.5833333333333334,0.8076923076923077,0.3591090029755588,-0.8568214783978221,0,1
color_butter_yellow,2024-01-09,0.5,0.5,0.5,0.5,1.0,0.625,0.25000000000000006,0.625,0.7980769230769231,0.3605498984342327,-0.8267286263140252,0,1
color_butter_yellow,2024-01-16,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.6666666666666666,0.7884615384615384,0.36172454374914653,-0.7974618881933613,0,1
